,Player name,Appearances,Goals,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Headed clearances,Recoveries,Duels won,Duels lost,Succesful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal
839,Lino Sousa,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
840,Kamal Sowah,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
841,Çaglar Söyüncü,92,3,41,29,22,112,141,64%,2,3,110,367,190,1,472,493,305,27,280,155,0,3,1,"5,887",63.99,2,21,33%,2,252,12,1,81,2,3,2,0,1,0,,
842,Djed Spence,3,0,2,1,0,0,0,0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1.67,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
843,Jack Spong,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
844,Jack Stacey,25,0,6,13,1,32,25,60%,0,0,20,61,39,0,93,80,69,17,28,20,0,0,2,639,25.56,4,41,12%,1,30,3,0,12,2,0,0,0,0,0,,
845,Junior Stanislas,144,26,37,74,26,0.18,1,22,3,5,1,248,88,35%,11,5,14,"3,299",22.91,20,417,18%,34,80,8,0,55,22,123,64%,79,72,76,26,463,333,478,99,63,134,0
846,Jay Stansfield,3,0,1,1,0,0.00,0,0,0,0,0,2,0,0%,1,0,0,20,6.67,0,3,0,0,1,0,0,2,1,1,0,,,,,,,,,,,
847,Jason Steele,1,0,0,1,3,0,1,0,0,0,2,6,0,2,0,0,0,0,0,0,0,36,36.00,3,,,,,,,,,,,,,,,,,
848,Jed Steer,3,0,0,3,3,0,0,2,1,2,15,11,0,4,0,0,0,0,0,0,0,63,21.00,10,,,,,,,,,,,,,,,,,
849,Zack Steffen,2,1,2,0,3,0,0,0,1,2,10,15,1,1,0,0,0,0,1,0,0,59,29.50,3,,,,,,,,,,,,,,,,,
850,Jack Stephens,125,4,32,55,27,191,176,62%,4,5,181,494,256,1,675,476,408,41,214,213,0,1,4,"5,241",41.93,4,22,9%,5,317,20,2,71,3,4,2,1,1,1,,
851,Raheem Sterling,332,112,209,67,112,0.34,11,71,30,3,1,689,284,41%,26,103,57,"10,507",31.65,77,604,36,1,365,120,307,193,153,59,24,,,,,,,,,,,
852,Finley Stevens,1,0,0,1,0,0,3,33%,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,6,6.00,0,1,0%,0,0,0,0,0,0,0,0,0,0,0,,
853,Layton Stewart,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
854,Jakub Stolarczyk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
855,John Stones,207,6,124,44,67,187,213,72%,4,16,223,689,388,4,907,830,376,117,424,210,1,8,2,"12,194",58.91,7,24,21%,2,720,8,1,58,5,6,2,2,2,1,,
856,James Storer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
857,Thomas Strakosha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
858,Robert Street,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
859,Pascal Struijk,69,3,24,31,9,108,152,65%,0,10,101,166,77,2,355,309,253,15,119,112,0,1,1,"3,100",44.93,2,14,29%,1,129,11,1,67,1,3,2,0,1,0,,
860,Thanawat Suengchitthawon,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
861,Crysencio Summerville,16,4,4,9,4,0.25,0,3,1,0,0,13,5,38%,0,2,0,220,13.75,0,10,10%,0,2,1,0,9,1,17,65%,5,5,2,0,38,43,44,9,2,11,0
862,Sam Surridge,14,0,3,9,0,0.00,0,0,0,0,0,7,1,14%,0,2,0,45,3.21,0,3,1,0,7,0,4,0,1,5,5,,,,,,,,,,,
863,Will Swan,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
864,Zak Swanson,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
865,Sil Swinkels,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
866,Japhet Tanganga,23,0,11,9,7,23,36,58%,0,4,23,72,50,1,79,120,113,20,45,34,0,1,0,746,32.43,1,17,18%,1,18,5,1,38,1,0,0,0,0,0,,
867,Matt Targett,152,3,59,60,35,183,290,59%,0,14,234,312,151,2,647,644,489,46,214,164,1,1,9,"5,284",34.76,21,545,25%,13,323,17,0,99,3,3,1,0,2,1,,
868,James Tarkowski,209,7,67,90,56,272,348,61%,2,18,283,"1,110",649,10,868,"1,444",721,53,903,387,1,4,5,"7,007",33.53,9,22,23%,3,684,43,0,190,17,7,3,1,2,2,,
869,Percy Tau,3,0,1,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,1,31,10.33,1,2,0,0,0,0,1,0,0,0,0,,,,,,,,,,,
870,Marcus Tavernier,15,2,4,7,2,0.13,0,1,1,0,0,25,9,36%,0,1,4,409,27.27,3,77,23%,2,12,1,0,12,3,25,64%,5,4,14,11,90,92,101,30,12,20,0
871,Slobodan Tedic,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
872,Nathan Tella,33,1,7,18,1,0.03,0,1,0,0,0,30,14,47%,0,3,2,297,9.00,3,19,26%,1,4,4,0,33,8,21,67%,7,9,10,3,86,97,169,21,8,41,0
873,Kenny Tete,31,0,6,15,4,39,77,61%,0,3,39,66,34,0,111,150,102,10,39,29,0,0,4,954,30.77,2,90,30%,0,42,8,0,42,2,0,0,0,0,0,,
874,Thiago,57,2,37,10,2,0.04,0,1,1,0,0,51,11,22%,0,2,4,"3,781",66.33,6,12,17%,12,264,7,0,76,0,132,59%,28,65,28,19,333,315,263,59,73,56,0
875,Thiago Silva,67,5,32,19,22,65,71,63%,0,12,96,223,108,7,427,245,128,10,131,71,0,1,2,"5,458",81.46,1,5,20%,1,346,6,1,29,1,5,5,0,0,1,,
876,Luke Thomas,43,1,17,20,8,63,79,62%,0,4,65,81,48,1,178,196,204,26,53,69,1,0,2,"1,726",40.14,4,69,23%,3,45,5,0,28,0,1,0,0,1,0,,
877,Dominic Thompson,2,0,0,2,0,3,1,0%,0,0,2,3,2,0,5,2,6,0,1,2,0,0,0,37,18.50,0,2,0%,0,1,0,0,1,0,0,0,0,0,0,,
878,Youri Tielemans,135,21,61,48,21,0.16,1,17,3,5,0,211,71,34%,6,4,19,"7,432",55.05,28,311,18%,51,371,14,0,126,1,263,52%,69,106,85,47,814,647,588,116,109,92,0
879,Kieran Tierney,76,3,43,21,19,66,71,66%,0,13,46,146,65,0,277,194,197,37,39,86,0,0,7,"2,731",35.93,6,255,19%,0,119,6,0,29,1,3,0,1,2,2,,
880,Tobias Figueiredo,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
881,Harry Toffolo,8,0,1,4,1,8,8,75%,0,0,6,19,8,0,35,25,21,3,10,8,0,0,0,191,23.88,0,19,26%,0,3,0,0,3,0,0,0,0,0,0,,
882,Lorent Tolaj,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
883,Takehiro Tomiyasu,32,0,22,7,8,24,48,54%,0,3,35,66,35,0,116,128,103,10,54,49,0,0,1,"1,162",36.31,1,35,43%,2,47,3,0,21,0,0,0,0,0,0,,
884,James Tomkins,280,13,88,125,60,362,460,70%,17,27,451,"2,092",957,4,"1,051","1,483",844,27,847,488,0,7,7,"8,736",31.20,9,51,33%,4,790,49,2,177,7,13,7,4,2,7,,
885,Ivan Toney,49,22,16,20,22,0.45,3,18,1,8,1,129,50,39%,3,17,7,"1,048",21.39,16,40,13,0,73,38,45,28,19,57,48,,,,,,,,,,,
886,Lucas Torreira,63,3,28,15,3,0.05,0,3,0,0,0,46,12,26%,1,1,3,"2,493",39.57,3,40,28%,4,94,14,1,62,0,96,57%,10,75,53,22,327,276,212,30,32,47,0
887,Ferran Torres,28,9,19,6,9,0.32,1,5,3,0,0,49,19,39%,0,6,3,476,17.00,2,37,1,0,17,6,14,16,3,7,3,,,,,,,,,,,
888,Cenk Tosun,55,10,15,23,10,0.18,5,3,2,0,0,71,30,42%,0,6,3,634,11.53,4,15,4,0,51,19,23,12,6,16,11,,,,,,,,,,,
889,Toti,7,0,3,3,1,11,14,64%,0,1,9,33,16,1,26,44,21,5,20,11,0,0,0,354,50.57,0,1,0%,0,13,2,0,5,1,0,0,0,0,0,,
890,Andros Townsend,264,25,93,119,25,0.09,0,6,19,2,1,388,123,32%,6,14,28,"5,761",21.82,47,"1,167",25%,14,134,17,0,113,24,458,67%,128,230,98,24,"1,148","1,296","1,296",481,28,109,2
891,Bertrand Traoré,55,9,17,26,9,0.16,0,2,7,0,0,89,30,34%,2,4,7,914,16.62,7,110,1,0,34,14,38,32,17,16,6,,,,,,,,,,,
892,Mark Travers,11,3,3,8,32,0,2,5,0,3,48,107,3,32,1,0,0,0,0,0,0,271,24.64,73,,,,,,,,,,,,,,,,,
893,Ryan Trevitt,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
894,Trézéguet,56,8,17,29,8,0.14,0,6,2,0,0,86,29,34%,3,8,2,658,11.75,5,93,16%,1,23,2,1,74,10,71,48%,32,44,27,17,144,226,307,48,57,89,0
895,Trincão,28,2,10,14,2,0.07,0,0,2,0,0,32,14,44%,2,6,1,427,15.25,2,33,0,0,13,1,28,7,12,0,0,,,,,,,,,,,
896,Kieran Trippier,128,5,65,36,36,118,269,67%,0,14,173,322,179,4,768,615,444,54,183,142,1,2,21,"6,080",47.50,37,869,29%,18,448,10,0,81,15,5,0,5,0,2,,
897,Leandro Trossard,114,25,30,42,25,0.22,0,15,9,1,0,209,78,37%,10,19,13,"3,255",28.55,17,242,5,0,74,23,100,61,56,16,7,,,,,,,,,,,
898,Nathan Trott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
899,Auston Trusty,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
900,Konstantinos Tsimikas,25,0,14,4,3,11,35,49%,1,5,15,24,9,0,82,68,75,9,14,17,0,0,5,724,28.96,3,164,23%,0,14,4,0,25,0,0,0,0,0,0,,
901,Antef Tsoungui,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
902,Axel Tuanzebe,28,0,12,9,2,25,29,59%,0,2,20,39,20,0,87,66,70,1,24,34,1,1,0,782,27.93,0,2,0%,0,33,3,0,18,0,0,0,0,0,0,,
903,Matt Turner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
904,Ed Turns,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
905,Harry Tyrer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
906,Deniz Undav,8,0,3,4,0,0.00,0,0,0,0,0,6,1,17%,1,1,0,27,3.38,0,0,0,0,1,2,2,3,0,0,0,,,,,,,,,,,
907,Harvey Vale,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
908,Joel Valencia,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
909,Yan Valery,43,2,13,21,4,62,75,69%,0,2,43,110,43,0,157,208,245,39,76,83,0,3,1,827,19.23,3,75,16%,1,22,4,1,38,5,2,0,1,1,0,,
910,Donny van de Beek,38,3,17,16,3,0.08,1,1,1,0,0,10,3,30%,1,0,1,576,15.16,2,6,0%,2,9,2,0,15,1,36,58%,4,14,11,3,81,70,76,12,13,14,0
911,Sepp van den Berg,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
912,Virgil van Dijk,210,18,130,37,86,191,213,68%,5,38,329,"1,093",603,3,"1,128","1,292",473,48,939,317,0,4,4,"14,556",69.31,15,3,33%,18,987,13,1,106,5,18,14,1,3,13,,
913,Jan Paul van Hecke,1,0,1,0,0,0,0,0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
914,Raphaël Varane,32,1,16,6,9,27,40,55%,0,3,22,116,71,0,114,122,54,2,72,25,0,0,1,"1,472",46.00,1,1,0%,0,97,1,0,13,1,1,0,1,0,0,,
915,Jamie Vardy,285,134,119,103,134,0.47,16,86,32,26,0,603,290,48%,19,109,44,"3,733",13.10,62,289,24,3,223,256,152,104,65,152,108,,,,,,,,,,,
916,Joël Veltman,75,2,20,26,18,79,164,58%,1,9,89,175,78,0,371,393,285,37,107,78,0,0,2,"3,396",45.28,6,112,28%,4,157,10,0,86,0,2,0,1,1,0,,
917,Jannik Vestergaard,82,4,28,37,14,119,137,63%,1,8,110,422,241,0,382,472,268,24,276,148,0,1,0,"3,807",46.43,3,7,29%,3,229,10,1,49,1,4,4,0,0,2,,
918,Matthew Vigor,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
919,Radek Vítek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
920,Nikola Vlasic,31,1,10,12,1,0.03,0,1,0,0,0,12,4,33%,0,0,0,406,13.10,2,23,13%,2,5,0,0,15,4,20,60%,5,11,10,5,69,75,93,22,10,21,0
921,Jake Vokins,2,0,0,1,0,3,2,100%,0,0,0,1,0,0,1,3,5,0,0,0,0,0,0,71,35.50,0,4,25%,0,3,0,0,2,1,0,0,0,0,0,,
922,Jack Wadham,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
923,Theo Walcott,380,78,187,107,78,0.21,3,63,12,0,0,651,278,43%,19,83,54,"5,992",15.77,62,990,11,0,117,177,243,148,169,86,33,,,,,,,,,,,
924,Kyle Walker,343,8,216,55,120,309,643,75%,4,62,530,861,378,4,"1,832","1,664","1,234",272,498,323,2,6,32,"19,411",56.59,30,823,17%,32,"1,087",47,1,273,24,8,0,7,1,3,,
925,Kyle Walker-Peters,95,2,35,36,20,128,194,61%,2,22,109,143,74,2,534,564,450,159,67,112,0,1,9,"3,570",37.58,12,147,15%,2,105,13,0,81,13,2,0,2,0,2,,
926,Reuell Walters,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
927,Christian Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
928,Aaron Wan-Bissaka,132,2,60,39,41,160,424,66%,1,11,261,316,144,2,732,821,519,198,134,146,0,0,11,"5,763",43.66,11,274,19%,3,116,18,1,92,5,2,0,2,0,0,,
929,Wanya Marçal-Madivadua,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
930,Joel Ward,265,4,84,119,63,367,586,77%,2,27,447,998,570,4,"1,326","1,516","1,057",138,527,338,1,3,6,"9,121",34.42,11,489,16%,3,470,44,0,271,6,4,2,1,1,3,,
931,James Ward-Prowse,320,41,103,131,41,0.13,0,37,4,11,14,354,150,42%,8,16,36,"11,849",37.03,53,"1,768",25%,24,466,38,2,269,5,401,62%,99,289,354,178,"1,538",918,"1,225",81,269,416,1
932,Lewis Warrington,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
933,Ollie Watkins,86,27,32,39,27,0.31,4,17,6,2,0,201,93,46%,11,31,10,"1,749",20.34,13,42,10,1,91,55,56,55,24,57,43,,,,,,,,,,,
934,Noah Watson,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
935,Kelland Watts,1,0,0,1,0,1,1,0%,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
936,Adam Webster,95,6,30,30,22,116,95,51%,1,8,122,287,162,0,501,452,271,42,277,152,2,2,1,"5,728",60.29,3,15,27%,4,334,14,0,58,1,6,4,1,1,3,,
937,Jensen Weir,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
938,Danny Welbeck,286,56,135,85,56,0.20,17,26,13,0,0,488,197,40%,10,78,25,"4,642",16.23,34,42,13,0,172,48,274,119,170,153,92,,,,,,,,,,,
939,Reece Welch,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
940,Charlie Wellens,"
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
        0%
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
        0
  ","
      0
  ","
      0
  ","
        0%
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ",,
941,Jack Wells-Morrison,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
942,Timo Werner,56,10,30,13,10,0.18,1,7,2,0,0,124,48,39%,8,23,9,"1,151",20.55,10,58,3,0,39,38,28,37,10,10,3,,,,,,,,,,,
943,Wesley,25,5,7,14,5,0.20,0,5,0,0,0,36,19,53%,1,5,1,373,14.92,1,7,3,0,44,14,15,8,4,23,18,,,,,,,,,,,
944,Charlie Whitaker,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
945,Ben White,82,0,40,24,28,89,121,52%,2,10,113,176,101,0,393,327,269,37,123,104,1,0,2,"4,313",52.60,5,41,15%,8,199,9,1,59,1,0,0,0,0,0,,
946,Alfie Whiteman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
947,Joe Whitworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
948,Dylan Williams,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
949,Willian,267,39,151,59,39,0.15,1,34,4,5,5,423,154,36%,16,22,39,"9,136",34.22,56,"1,119",21,1,137,38,263,120,111,59,27,,,,,,,,,,,
950,Joe Willock,98,13,38,31,13,0.13,2,8,3,0,0,102,36,35%,0,11,3,"1,659",16.93,6,74,20%,5,61,3,0,78,3,153,58%,26,59,38,14,314,363,412,89,51,74,0
951,Keehan Willows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
952,Harry Wilson,38,7,9,22,7,0.18,0,0,7,0,2,62,21,34%,1,2,0,671,17.66,4,42,10%,6,47,2,0,15,2,26,58%,27,12,12,6,98,97,102,18,9,23,0
953,Thomas Wilson-Brown,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
954,Josh Wilson-Esbrand,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
955,Harry Winks,128,2,73,33,2,0.02,1,1,0,0,0,39,8,21%,2,1,3,"5,424",42.38,6,81,22%,19,252,21,0,80,2,118,64%,11,100,82,30,495,303,306,63,42,41,0
956,Yoane Wissa,45,10,15,17,10,0.22,2,6,2,0,0,48,19,40%,0,4,2,403,8.96,1,18,6%,3,10,1,0,16,11,24,58%,8,11,12,6,86,108,111,26,28,39,0
957,Max Woltman,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
958,Chris Wood,185,53,62,74,53,0.29,18,25,9,4,0,295,139,47%,10,63,7,"2,867",15.50,11,39,5,0,158,167,52,48,10,98,71,,,,,,,,,,,
959,Joe Wormleighton,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
960,Joe Worrall,11,0,3,6,2,15,20,45%,1,0,10,29,13,1,45,38,24,2,14,5,0,0,0,426,38.73,1,1,0%,0,28,4,0,13,0,0,0,0,0,0,,
961,Callum Wright,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
962,Xande Silva,1,0,0,1,0,0.00,0,0,0,0,0,2,0,0%,0,0,0,4,4.00,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,
963,Granit Xhaka,202,13,111,55,13,0.06,0,1,12,0,3,204,57,28%,3,2,20,"13,917",68.90,18,323,25%,46,866,54,4,270,7,344,64%,63,184,290,175,"1,286",914,868,100,261,244,9
964,Andrii Yarmolenko,66,8,22,27,8,0.12,0,0,8,0,0,53,23,43%,1,4,2,842,12.76,8,54,8,0,33,17,26,11,9,9,4,,,,,,,,,,,
965,Yegor Yarmolyuk,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
966,Ryan Yates,13,0,2,7,0,0.00,0,0,0,0,0,17,4,24%,0,1,1,358,27.54,1,3,0%,0,17,3,0,28,1,22,55%,5,5,29,23,72,74,54,2,23,13,0
967,Ashley Young,404,49,189,107,83,421,569,70%,2,161,456,418,141,7,"1,615","1,741","1,798",330,165,182,1,0,71,"12,114",29.99,56,"2,747",23%,108,719,75,2,424,102,49,0,48,1,17,,
968,Nathan Young-Coombes,1,0,1,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,
969,Wilfried Zaha,291,67,94,121,67,0.23,2,54,11,7,0,494,183,37%,14,44,29,"6,488",22.30,46,641,46,2,364,131,382,158,143,40,11,,,,,,,,,,,
970,Denis Zakaria,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
971,Jan Zamburek,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
972,Zanka,78,4,15,42,15,115,122,61%,0,5,164,353,164,1,361,296,303,6,143,150,1,1,3,"3,240",41.54,2,12,25%,2,195,14,0,90,3,4,2,1,1,0,,
973,Jordan Zemura,11,0,3,4,3,19,21,67%,0,0,10,17,11,0,35,37,37,6,3,6,0,0,1,248,22.55,1,9,33%,0,7,1,0,11,0,0,0,0,0,0,,
974,Andi Zeqiri,9,0,4,2,0,0.00,0,0,0,0,0,7,2,29%,0,1,0,38,4.22,0,6,0,0,2,0,3,3,0,2,1,,,,,,,,,,,
975,Zidane Iqbal,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
976,Oleksandr Zinchenko,83,0,68,12,0,0.00,0,0,0,0,0,61,15,25%,0,0,8,"5,783",69.67,10,182,19%,5,150,2,1,55,6,147,61%,21,86,86,57,392,309,269,26,120,93,2
977,Hakim Ziyech,51,6,24,14,6,0.12,0,0,6,0,0,90,32,36%,2,2,6,"1,371",26.88,15,177,18%,10,54,6,0,44,9,40,57%,34,23,11,1,162,155,216,51,18,32,0
978,Kurt Zouma,203,11,86,74,52,230,191,68%,5,22,296,932,507,1,805,891,452,53,578,237,2,2,4,"9,010",44.38,2,21,10%,0,553,14,1,120,6,11,10,1,0,4,,
979,Oliwier Zych,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
980,Martin Ødegaard,63,14,40,16,14,0.22,1,2,11,0,1,98,38,39%,2,5,8,"2,607",41.38,13,126,28%,26,77,6,0,40,4,70,44%,40,15,20,5,267,182,251,54,24,45,0
981,Leo Østigård,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
