,Player name,Appearances,Goals,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Headed clearances,Recoveries,Duels won,Duels lost,Succesful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal
410,Hwang Hee-Chan,41,5,14,20,5,0.12,0,3,2,0,0,32,15,47%,0,4,2,692,16.88,3,9,2,0,34,3,30,10,13,8,6,,,,,,,,,,,
411,Hwang Ui-Jo,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
412,Pierre-Emile Højbjerg,197,11,82,73,11,0.06,0,9,2,0,0,203,64,32%,5,11,12,"11,946",60.64,14,118,31%,34,617,33,2,251,2,434,60%,49,291,262,143,"1,598","1,065",977,170,221,171,2
413,Bradley Ibrahim,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
414,Kelechi Iheanacho,178,38,62,76,38,0.21,6,5,26,0,0,233,96,41%,3,29,21,"2,250",12.64,27,48,8,0,124,46,60,69,17,33,21,,,,,,,,,,,
415,Danny Ings,184,67,59,81,67,0.36,9,39,18,10,0,393,161,41%,14,39,19,"2,906",15.79,19,128,19,0,130,79,159,94,47,91,59,,,,,,,,,,,
416,Nicolas Ioannou,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
417,Tim Iroegbunam,3,0,2,0,0,0.00,0,0,0,0,0,1,0,0%,0,0,0,27,9.00,0,0,0%,0,0,1,0,2,0,5,80%,0,2,1,1,9,8,2,0,3,0,0
418,Alexander Isak,"
      3
  ","
      2
  ","
      0
  ","
      1
  ","
      2
  ","
        0.67
  ","
      0
  ","
      2
  ","
      0
  ","
      1
  ","
      0
  ","
      8
  ","
      6
  ","
        75%
  ","
      0
  ","
      2
  ","
      0
  ","
      35
  ","
        11.67
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      4
  ","
      2
  ","
      4
  ","
      1
  ","
      1
  ","
      1
  ","
      1
  ",,,,,,,,,,,
419,Ivan Cavaleiro,59,6,15,28,6,0.10,2,4,0,1,0,60,21,35%,2,8,1,"1,018",17.25,4,176,3,0,43,15,28,12,23,18,11,,,,,,,,,,,
420,Daniel Iversen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
421,Alex Iwobi,198,16,85,71,16,0.08,2,12,2,0,0,209,77,37%,4,15,25,"5,800",29.29,34,271,4,0,77,10,195,67,89,86,33,,,,,,,,,,,
422,Eldin Jakupovic,28,6,9,13,94,2,15,20,11,19,110,269,6,47,1,0,0,0,0,0,0,769,27.46,202,,,,,,,,,,,,,,,,,
423,Reece James,89,7,47,21,19,81,139,65%,0,34,62,90,56,0,394,423,332,106,103,92,1,0,14,"4,446",49.96,21,397,23%,2,176,11,1,78,9,7,0,6,1,4,,
424,Vitaly Janelt,46,5,15,17,5,0.11,1,0,4,0,0,35,14,40%,0,2,1,"1,381",30.02,2,50,16%,4,83,4,0,36,3,86,52%,12,42,44,22,221,193,125,20,49,37,0
425,Pontus Jansson,43,3,14,20,8,66,43,53%,1,5,60,211,110,0,183,174,124,4,119,90,0,0,1,"1,728",40.19,1,1,0%,2,48,7,0,16,6,3,2,1,0,1,,
426,Julian Jeanvier,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
427,Jack Jenkins,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
428,Teddy Jenks,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
429,Mathias Jensen,46,1,13,22,1,0.02,0,1,0,0,0,26,7,27%,1,4,4,"1,214",26.39,7,149,35%,5,118,2,0,32,4,68,51%,6,37,19,3,168,115,165,19,12,23,0
430,Jeong Sang-Bin,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
431,Raúl Jiménez,123,40,48,42,40,0.33,9,26,5,7,0,319,108,34%,9,31,17,"3,091",25.13,31,70,12,2,135,82,82,72,63,109,87,,,,,,,,,,,
432,João Cancelo,95,5,68,14,41,66,219,63%,1,53,138,78,47,2,553,578,494,163,130,113,0,1,11,"6,786",71.43,22,282,17%,29,280,19,2,97,8,5,0,3,2,4,,
433,João Moutinho,157,5,58,59,5,0.03,0,4,1,0,1,83,21,25%,1,0,16,"7,948",50.62,21,666,29%,21,518,20,1,189,4,384,53%,25,182,120,43,"1,005",627,740,60,79,122,0
434,João Palhinha,14,2,5,5,2,0.14,1,1,0,0,0,15,6,40%,0,0,0,476,34.00,0,2,0%,0,30,5,0,15,0,65,58%,2,13,21,10,71,114,61,3,29,14,0
435,João Virgínia,1,0,0,1,3,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,12,12.00,2,,,,,,,,,,,,,,,,,
436,Joelinton,117,11,38,43,11,0.09,1,5,5,1,0,158,57,36%,5,16,6,"2,783",23.79,9,50,23,0,142,30,172,37,70,116,80,,,,,,,,,,,
437,Kyle John,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
438,Brennan Johnson,15,2,3,8,2,0.13,0,2,0,1,0,19,9,47%,0,3,0,186,12.40,1,22,2,0,12,9,8,5,2,0,0,,,,,,,,,,,
439,Sam Johnstone,37,6,4,22,166,1,23,19,13,14,182,296,6,74,0,0,1,0,1,0,1,"1,108",29.95,311,,,,,,,,,,,,,,,,,
440,Curtis Jones,49,3,30,8,3,0.06,0,3,0,0,0,49,19,39%,1,1,3,"1,793",36.59,4,16,19%,3,43,2,0,34,2,35,60%,17,28,13,4,160,146,169,52,23,28,0
441,Jonny,100,5,34,36,19,115,233,55%,0,23,146,115,55,0,475,528,525,90,101,124,0,2,3,"3,419",34.19,5,140,19%,4,96,14,0,83,8,5,0,5,0,1,,
442,Jorginho,138,21,75,29,21,0.15,0,21,0,19,0,66,32,48%,0,4,5,"9,650",69.93,21,19,26%,64,383,28,0,131,0,291,54%,15,216,105,44,976,553,584,62,63,104,2
443,José Sá,52,15,17,26,161,2,24,59,3,37,282,374,15,64,2,1,3,0,3,0,1,"1,317",25.33,202,,,,,,,,,,,,,,,,,
444,Juan Larios,5,0,1,4,0,2,7,86%,0,0,3,3,1,0,9,12,9,3,2,5,0,0,0,55,11.00,0,4,25%,0,1,0,0,1,0,0,0,0,0,0,,
445,James Justin,63,2,28,22,19,77,139,61%,0,9,73,136,84,1,292,356,289,35,84,123,1,0,2,"2,976",47.24,6,132,18%,0,90,5,0,39,7,2,0,2,0,1,,
446,Issa Kaboré,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
447,Sasa Kalajdzic,1,0,1,0,0,0.00,0,0,0,0,0,1,0,0%,0,1,0,4,4.00,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
448,Boubacar Kamara,9,0,4,4,0,0.00,0,0,0,0,0,2,0,0%,0,0,0,395,43.89,0,0,0%,0,22,2,0,17,0,30,43%,0,4,15,8,55,51,45,3,10,9,0
449,Harry Kane,297,195,166,72,195,0.66,35,118,40,30,1,"1,104",488,44%,35,122,44,"6,491",21.86,73,276,36,0,285,191,179,269,74,226,177,,,,,,,,,,,
450,N'Golo Kanté,222,12,129,43,12,0.05,0,7,5,0,0,149,42,28%,0,11,16,"11,822",53.25,20,107,26%,36,469,31,0,275,8,676,62%,55,504,215,93,"1,673","1,164","1,132",251,151,247,2
451,Michal Karbownik,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
452,Loris Karius,29,13,17,4,51,1,15,14,7,17,144,150,13,26,2,0,1,0,2,0,0,789,27.21,124,,,,,,,,,,,,,,,,,
453,Hayao Kawabe,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
454,Kayky,1,0,1,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,2,2.00,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,
455,Moise Kean,32,2,9,13,2,0.06,0,2,0,0,0,31,13,42%,0,4,2,132,4.13,5,14,1,0,28,4,6,5,5,1,1,,,,,,,,,,,
456,Michael Keane,219,11,77,92,56,301,229,64%,3,22,359,"1,257",812,2,922,"1,198",754,33,890,523,3,3,8,"9,121",41.65,11,13,23%,4,729,19,1,114,6,11,7,2,2,3,,
457,Neeskens Kebano,24,0,4,15,0,0.00,0,0,0,0,0,16,2,13%,2,1,3,233,9.71,2,29,17%,0,1,0,0,11,3,15,40%,4,1,7,4,58,53,67,16,5,19,0
458,Joshua Keeley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
459,Thilo Kehrer,13,0,4,7,3,14,22,55%,0,2,20,34,22,0,61,48,54,3,15,21,1,1,0,615,47.31,0,13,8%,0,26,4,0,16,0,0,0,0,0,0,,
460,Naby Keïta,76,7,59,5,7,0.09,1,4,2,0,0,74,26,35%,2,5,5,"2,782",36.61,9,23,9%,19,52,5,0,68,1,124,46%,27,45,23,11,298,258,276,70,28,54,0
461,Caoimhín Kelleher,4,2,2,1,12,0,0,1,2,5,25,27,2,3,0,0,0,0,0,0,0,130,32.50,8,,,,,,,,,,,,,,,,,
462,Lloyd Kelly,13,0,4,7,3,24,13,62%,0,1,12,38,18,1,63,38,38,3,19,24,0,1,2,402,30.92,0,11,27%,0,21,2,0,9,0,0,0,0,0,0,,
463,Kenedy,55,4,19,23,4,0.07,0,0,4,0,0,71,14,20%,5,4,4,"1,178",21.42,5,81,26%,5,35,2,0,42,7,83,58%,29,61,34,13,253,223,272,74,15,41,0
464,Nohan Kenneh,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,1,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
465,Jonjoe Kenny,50,0,17,27,7,71,83,70%,0,4,67,135,68,0,196,180,157,15,71,54,0,0,3,"1,448",28.96,3,96,28%,1,88,4,1,37,2,0,0,0,0,2,,
466,Reda Khadra,1,0,0,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,1,1.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,1,0,0,1,0
467,Kiko Casilla,3,1,2,1,8,0,4,4,0,0,20,31,1,2,0,0,0,0,0,0,0,78,26.00,11,,,,,,,,,,,,,,,,,
468,Gavin Kilkenny,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
469,Maximilian Kilman,67,1,25,27,19,62,89,54%,0,5,82,215,124,0,317,271,170,31,132,85,0,1,1,"3,256",48.60,1,2,0%,0,144,7,0,44,0,1,1,0,0,3,,
470,Alex Kirk,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
471,Kristoffer Klaesson,1,0,1,0,4,0,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,9,9.00,1,,,,,,,,,,,,,,,,,
472,Mateusz Klich,79,5,25,38,5,0.06,0,5,0,2,0,81,30,37%,1,1,7,"2,552",32.30,5,101,19%,7,80,12,0,93,8,96,54%,24,22,34,11,352,189,295,34,23,33,0
473,Ben Knight,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
474,Anthony Knockaert,72,5,16,36,5,0.07,0,1,4,0,0,81,22,27%,2,7,7,"1,723",23.93,9,245,26%,6,83,8,2,49,11,79,68%,26,56,19,8,312,263,280,103,33,29,0
475,Robin Koch,51,0,18,24,7,87,68,60%,2,10,65,121,54,2,256,218,203,9,119,93,1,1,0,"2,175",42.65,0,6,0%,2,110,7,0,56,0,0,0,0,0,1,,
476,Sead Kolasinac,80,2,41,23,17,91,112,66%,0,11,76,112,69,0,367,284,266,41,97,80,0,1,11,"3,215",40.19,18,123,20%,3,67,13,0,76,16,2,0,0,2,1,,
477,Ibrahima Konaté,13,0,8,1,4,12,19,63%,0,0,19,46,24,0,77,66,38,2,41,20,0,1,0,835,64.23,0,0,0%,2,25,2,0,12,0,0,0,0,0,0,,
478,Terence Kongolo,46,1,6,32,5,80,110,62%,1,1,99,163,70,1,174,246,122,17,85,51,1,1,1,"1,504",32.70,1,39,18%,1,82,4,0,26,2,1,1,0,0,0,,
479,Ezri Konsa,105,5,37,48,27,147,87,49%,0,9,81,353,159,0,423,477,259,20,230,162,0,2,2,"3,719",35.42,2,20,40%,1,171,12,2,59,3,5,2,3,0,1,,
480,Kalidou Koulibaly,9,1,4,3,2,9,18,67%,1,1,12,28,11,0,50,41,27,3,17,11,0,0,0,608,67.56,0,3,0%,0,36,2,1,11,0,1,0,1,0,0,,
481,Billy Koumetio,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
482,Cheikhou Kouyaté,270,15,85,107,15,0.06,7,7,0,0,0,185,60,32%,9,12,11,"8,049",29.81,6,111,17%,8,303,34,1,320,16,575,66%,36,383,580,345,"1,386","1,653","1,323",153,692,518,1
483,Mateo Kovacic,126,3,68,31,3,0.02,0,3,0,0,0,102,19,19%,1,3,12,"6,773",53.75,16,30,17%,43,288,21,0,85,0,217,61%,43,62,59,24,577,590,400,211,39,48,0
484,Matej Kovár,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
485,Kacper Kozlowski,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
486,Emil Krafth,54,1,20,20,9,70,74,49%,1,5,48,135,67,0,198,164,142,9,56,57,0,1,2,"1,375",25.46,3,59,12%,0,41,9,0,38,1,1,1,0,0,0,,
487,Alex Král,1,0,1,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,2,2.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,1,1,1,0,1,1,0
488,Rasmus Kristensen,12,0,4,5,1,18,35,51%,2,1,21,29,9,1,58,62,41,4,19,13,0,0,1,487,40.58,2,26,23%,0,13,4,0,15,1,0,0,0,0,0,,
489,Dejan Kulusevski,27,6,17,6,6,0.22,0,0,6,0,0,39,13,33%,0,3,13,656,24.30,10,42,29%,8,8,3,0,27,5,27,52%,18,14,2,2,114,90,129,37,5,10,0
490,Layvin Kurzawa,1,0,0,1,0,3,2,50%,0,0,1,1,1,0,2,2,1,0,0,0,0,0,0,7,7.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
491,Alexandre Lacazette,158,54,75,50,54,0.34,5,42,7,7,1,292,135,46%,5,46,25,"2,956",18.71,21,70,14,0,192,74,135,60,46,65,49,,,,,,,,,,,
492,Ethan Laird,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
493,Adam Lallana,261,32,117,69,32,0.12,1,14,15,0,0,321,109,34%,9,25,31,"8,464",32.43,30,507,20%,49,185,21,0,173,60,392,71%,104,198,148,57,"1,100","1,059","1,264",243,149,288,0
494,Tariq Lamptey,61,1,17,22,5,45,64,69%,0,9,59,46,22,0,204,248,237,63,16,49,0,0,4,"1,248",20.46,10,165,21%,3,13,9,1,65,4,1,0,1,0,0,,
495,Daniel Langley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
496,Manuel Lanzini,174,26,57,72,26,0.15,1,20,5,5,1,225,71,32%,2,13,17,"6,750",38.79,22,289,26%,26,178,22,0,69,25,160,63%,63,144,45,12,872,636,634,287,27,87,1
497,Aymeric Laporte,112,8,91,11,48,69,111,50%,3,15,102,246,148,0,601,408,243,17,232,136,0,1,3,"9,396",83.89,2,16,19%,6,469,11,1,63,6,8,6,1,1,1,,
498,Richie Laryea,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
499,Jamaal Lascelles,156,9,45,70,33,199,119,53%,6,11,157,850,479,6,693,668,374,18,477,224,2,4,1,"4,958",31.78,2,8,0%,2,309,26,1,103,3,9,9,0,0,2,,
500,Roméo Lavia,7,1,2,4,1,0.14,0,1,0,0,0,4,2,50%,0,0,0,257,36.71,0,0,0%,1,16,2,0,5,0,11,64%,1,12,3,0,57,29,26,7,2,2,0
501,Marcel Lavinier,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
502,Nico Lawrence,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
503,Zan-Luk Leban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
504,Dexter Lembikisa,1,0,0,1,0,1,0,0%,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,11,11.00,0,1,0%,0,0,0,0,0,0,0,0,0,0,0,,
505,Clément Lenglet,8,0,5,3,0,14,10,50%,0,3,4,12,7,0,28,29,16,1,14,7,0,0,1,428,53.50,1,3,33%,0,19,0,0,5,0,0,0,0,0,0,,
506,Bernd Leno,114,27,49,37,373,2,53,59,27,48,639,832,27,151,8,1,2,1,2,0,0,"3,213",28.18,428,,,,,,,,,,,,,,,,,
507,Léo Bonatini,7,0,3,3,0,0.00,0,0,0,0,0,9,1,11%,0,2,1,57,8.14,0,4,0,0,0,0,1,2,0,0,0,,,,,,,,,,,
508,Marc Leonard,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
509,Jefferson Lerma,78,5,23,40,5,0.06,2,2,1,0,0,75,15,20%,2,3,2,"3,608",46.26,5,11,18%,6,185,26,1,100,5,118,64%,15,124,177,109,604,434,367,50,160,140,0
510,Thakgalo Leshabela,1,0,1,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,7,7.00,0,1,0%,0,0,0,0,0,0,0,0%,0,0,0,0,2,0,1,0,0,0,0
511,Rico Lewis,3,0,3,0,0,0,2,50%,0,0,1,1,1,0,4,2,1,0,0,0,0,0,0,38,12.67,0,0,0%,0,1,0,0,0,0,0,0,0,0,0,,
512,Lewis Hall,1,0,0,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,21,21.00,0,4,25%,0,4,0,0,0,0,1,0%,0,3,1,0,3,6,8,2,0,1,0
513,Keane Lewis-Potter,7,0,1,1,0,0.00,0,0,0,0,0,7,2,29%,0,2,1,58,8.29,2,5,0,0,1,0,0,3,0,2,1,,,,,,,,,,,
514,Victor Lindelöf,144,3,70,34,38,172,129,60%,1,6,122,511,252,0,780,503,323,21,311,188,2,2,4,"7,802",54.18,7,5,0%,8,304,12,0,96,3,3,1,1,1,0,,
515,Hayden Lindley,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
516,Jesse Lingard,178,29,86,47,29,0.16,2,22,5,2,0,238,99,42%,6,20,14,"4,544",25.53,21,170,15%,34,81,20,0,174,29,154,68%,72,60,39,5,453,441,650,119,20,108,0
517,Mateusz Lis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
518,Tino Livramento,28,1,7,10,6,42,54,52%,0,3,47,47,23,0,176,144,99,30,24,25,0,0,1,906,32.36,4,62,19%,2,27,2,0,12,1,1,1,0,0,2,,
519,Diego Llorente,50,4,18,18,10,68,100,62%,0,5,75,135,67,1,331,248,187,16,101,94,0,2,0,"2,492",49.84,1,5,0%,2,149,9,0,44,0,4,1,1,2,1,,
520,Hugo Lloris,351,124,201,82,952,5,199,270,104,288,"1,629","2,532",124,380,22,0,5,0,3,0,0,"8,725",24.86,"1,951",,,,,,,,,,,,,,,,,
521,Giovani Lo Celso,55,1,25,15,1,0.02,0,0,1,0,0,42,10,24%,1,3,3,"1,685",30.64,5,98,18%,9,67,11,0,49,1,87,63%,10,17,22,9,194,229,244,49,22,40,0
522,Jürgen Locadia,35,3,7,21,3,0.09,0,1,2,0,0,37,12,32%,1,4,1,402,11.49,1,16,1,0,25,13,16,9,10,9,4,,,,,,,,,,,
523,Ruben Loftus-Cheek,146,10,58,45,10,0.07,2,7,1,0,0,141,37,26%,1,12,8,"4,037",27.65,14,42,24%,14,88,6,0,91,12,124,55%,48,70,88,59,542,734,681,223,165,204,0
524,Joe Lolley,6,1,1,2,1,0.17,0,0,1,0,0,3,3,100%,0,0,0,65,10.83,0,8,1,0,3,0,2,0,3,1,0,,,,,,,,,,,
525,Andy Lonergan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
526,Shane Long,344,56,117,150,56,0.16,15,28,12,1,0,413,167,40%,17,64,23,"4,661",13.55,25,308,29,0,410,192,240,56,127,183,114,,,,,,,,,,,
527,Emmanuel Longelo,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
528,Sean Longstaff,93,4,37,33,4,0.04,0,3,1,0,0,75,19,25%,2,6,5,"2,545",27.37,8,85,26%,5,175,9,1,74,1,154,58%,23,64,67,26,337,316,364,23,58,79,2
529,Ademola Lookman,96,11,28,37,11,0.11,0,7,4,0,0,126,44,35%,4,10,7,"1,948",20.29,14,170,7,0,90,22,88,42,40,16,7,,,,,,,,,,,
530,Jonas Lössl,71,14,12,43,193,3,43,49,9,36,206,540,14,117,5,1,2,0,0,0,2,"2,345",33.03,758,,,,,,,,,,,,,,,,,
531,Jamal Lowe,1,0,0,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
532,Luca Ashby-Hammond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
533,Lucas Moura,145,19,76,48,19,0.13,4,11,4,0,0,162,54,33%,4,19,15,"2,948",20.33,21,106,11,0,103,25,159,43,79,79,59,,,,,,,,,,,
534,Lucas Paquetá,8,0,2,4,0,0.00,0,0,0,0,0,19,7,37%,1,1,2,288,36.00,1,8,0%,4,11,2,0,16,1,18,83%,4,5,12,9,35,43,41,4,15,6,0
535,Romelu Lukaku,278,121,126,85,121,0.44,25,34,60,7,1,724,331,46%,23,89,35,"5,999",21.58,42,295,20,0,198,206,68,175,13,129,95,,,,,,,,,,,
536,Lyanco,22,0,7,10,1,22,23,74%,0,4,16,58,22,0,97,61,51,6,23,19,0,2,0,502,22.82,0,4,0%,0,25,4,0,16,0,0,0,0,0,0,,
537,Lyle Taylor,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
538,Brooklyn Lyons-Foster,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
539,Isaac Mabaya,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
540,Alexis Mac Allister,77,11,25,28,11,0.14,0,11,0,5,1,117,26,22%,3,6,3,"2,295",29.81,5,114,21%,9,97,9,0,69,5,144,58%,50,43,24,9,355,311,303,47,45,51,1
541,James Maddison,146,40,64,53,40,0.27,0,30,10,1,8,343,116,34%,8,14,27,"5,371",36.79,41,711,26%,63,269,19,1,117,17,204,53%,112,50,24,7,530,715,609,168,27,87,0
542,Paris Maghoma,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
543,Harry Maguire,207,11,87,73,52,275,255,66%,5,37,326,873,547,1,"1,220","1,234",611,119,708,277,1,3,8,"11,199",54.10,9,39,15%,6,924,46,2,179,19,11,7,4,0,7,,
544,Riyad Mahrez,263,78,147,65,78,0.30,4,10,63,12,3,557,234,42%,16,39,51,"8,078",30.71,93,938,8,0,141,56,247,162,157,59,24,,,,,,,,,,,
545,Kobbie Mainoo,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
546,Ainsley Maitland-Niles,94,1,39,33,1,0.01,0,1,0,0,0,28,8,29%,1,2,3,"2,809",29.88,5,82,23%,4,111,10,2,56,3,152,59%,7,97,102,43,386,333,351,87,41,68,0
547,Malachi Boateng,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
548,Tyrell Malacia,9,0,5,4,2,7,15,73%,0,1,8,13,3,0,27,26,29,2,4,1,0,0,0,214,23.78,0,5,40%,0,5,2,0,13,0,0,0,0,0,0,,
549,Sadio Mané,263,111,162,44,111,0.42,15,65,31,0,0,629,262,42%,16,96,38,"8,103",30.81,63,386,29,3,317,165,304,143,118,73,43,,,,,,,,,,,
550,Orel Mangala,7,0,2,3,0,0.00,0,0,0,0,0,4,1,25%,1,0,0,111,15.86,0,3,0%,1,2,0,0,2,0,6,50%,2,1,1,0,15,16,14,1,4,1,0
551,Javier Manquillo,123,2,35,58,21,149,228,67%,0,4,118,258,109,0,399,479,377,58,116,107,0,0,7,"2,780",22.60,5,197,15%,1,92,20,0,87,12,2,0,2,0,0,,
552,Sékou Mara,9,0,1,6,0,0.00,0,0,0,0,0,11,3,27%,0,0,1,33,3.67,2,0,0,0,6,2,5,2,0,2,0,,,,,,,,,,,
